,open,high,low,close,adjusted close,volume,dividend amount,split cf,date
263,116.69,118.17,116.25,117.91,107.281084894,5622756,0.0000,1.0,2020-11-10
264,117.88,119.74,115.27,115.53,105.115628342,8992152,1.6300,1.0,2020-11-09
265,115.08,115.1,113.39,114.04,102.316372961,5249171,0.0000,1.0,2020-11-06
266,113.3,115.29,113.01,114.77,102.971326944,4902206,0.0000,1.0,2020-11-05
267,112.33,113.91,111.16,111.9,100.396370872,5800071,0.0000,1.0,2020-11-04
268,114.0,115.65,113.63,114.16,102.424036629,4204287,0.0000,1.0,2020-11-03
269,112.65,113.8265,112.25,112.91,101.302540082,5311497,0.0000,1.0,2020-11-02
270,107.9,111.8,107.75,111.66,100.181043535,7923882,0.0000,1.0,2020-10-30
271,107.25,109.64,106.55,108.91,97.7137511325,6760241,0.0000,1.0,2020-10-29
272,108.66,109.73,105.92,106.65,95.6860853758,9427321,0.0000,1.0,2020-10-28
273,112.15,112.22,110.03,110.56,99.1941265743,5936106,0.0000,1.0,2020-10-27
274,114.45,114.9,111.84,112.22,100.683473988,7203366,0.0000,1.0,2020-10-26
275,116.5,116.62,115.53,116.0,104.074879546,3893362,0.0000,1.0,2020-10-23
276,115.0,116.06,112.98,115.76,103.859552209,7858158,0.0000,1.0,2020-10-22
277,116.66,117.6899,114.79,115.06,103.231514143,9755308,0.0000,1.0,2020-10-21
278,119.8,120.15,116.84,117.37,105.304039761,21501073,0.0000,1.0,2020-10-20
279,126.8,127.35,125.08,125.52,112.616197247,7478735,0.0000,1.0,2020-10-19
280,125.17,126.43,124.655,125.93,112.984048114,4714320,0.0000,1.0,2020-10-16
281,124.08,125.215,123.85,124.89,112.050962987,3389301,0.0000,1.0,2020-10-15
282,125.13,126.94,125.13,125.94,112.993020087,3730139,0.0000,1.0,2020-10-14
283,126.57,127.15,124.46,125.1,112.239374407,5406088,0.0000,1.0,2020-10-13
284,128.07,128.25,126.44,127.21,114.132460578,4635115,0.0000,1.0,2020-10-12
285,132.0,132.0,127.6,127.79,114.652834976,8353704,0.0000,1.0,2020-10-09
286,130.86,135.5,129.77,131.49,117.972464754,25288926,0.0000,1.0,2020-10-08
287,122.67,124.39,122.32,124.07,111.315261252,2815663,0.0000,1.0,2020-10-07
288,122.58,124.83,121.59,121.97,109.431147054,3872265,0.0000,1.0,2020-10-06
289,121.84,122.75,121.05,122.01,109.467034943,3050949,0.0000,1.0,2020-10-05
290,119.04,121.75,118.82,120.57,108.175070921,2925228,0.0000,1.0,2020-10-02
291,122.36,123.3,120.355,121.09,108.641613485,3211661,0.0000,1.0,2020-10-01
292,121.38,122.91,120.8,121.67,109.161987883,3261235,0.0000,1.0,2020-09-30
293,121.41,122.1858,120.21,120.94,108.507033899,2130564,0.0000,1.0,2020-09-29
