,open,high,low,close,adjusted close,volume,dividend amount,split cf,date
236,2007.35,2012.8,1982.6,1989.2,1982.8206,250017,0.0000,1.0,2020-12-29
237,2004.1,2024.9,1995.6,2003.25,1996.8255,335518,0.0000,1.0,2020-12-28
238,1950.8,1998.65,1947.05,1993.9,1987.5055,289379,0.0000,1.0,2020-12-24
239,1932.8,1951.2,1920.0,1943.8,1937.5662,299743,0.0000,1.0,2020-12-23
240,1940.0,1958.4,1887.75,1936.6,1930.3893,972241,0.0000,1.0,2020-12-22
241,2010.0,2022.0,1856.05,1939.75,1933.5291,1499610,0.0000,1.0,2020-12-21
242,1983.0,2005.0,1965.0,1992.25,1985.8608,218330,0.0000,1.0,2020-12-18
243,1980.9,2005.0,1977.1,1985.05,1978.6839,238834,0.0000,1.0,2020-12-17
244,1988.0,1995.0,1965.75,1976.05,1969.7127,272748,0.0000,1.0,2020-12-16
245,1992.9,1992.9,1961.5,1974.0,1967.6693,211535,0.0000,1.0,2020-12-15
246,2013.0,2015.25,1987.05,1991.15,1984.7643,232903,0.0000,1.0,2020-12-14
247,2011.2,2037.8,1974.4,2005.6,1999.168,689028,0.0000,1.0,2020-12-11
248,2020.0,2028.4,2000.95,2007.2,2000.7628,270177,0.0000,1.0,2020-12-10
249,2013.0,2033.8,2000.0,2026.65,2020.1505,917242,0.0000,1.0,2020-12-09
250,1963.0,2014.2,1950.15,1993.75,1987.356,683240,0.0000,1.0,2020-12-08
251,1942.0,1965.0,1942.0,1958.05,1951.7705,293809,0.0000,1.0,2020-12-07
252,1963.0,1967.85,1940.0,1946.55,1940.3073,250336,0.0000,1.0,2020-12-04
253,1970.0,1981.1,1958.05,1963.45,1957.1531,1489127,0.0000,1.0,2020-12-03
254,1962.95,1962.95,1935.0,1957.6,1951.3219,220138,0.0000,1.0,2020-12-02
255,1935.25,1965.9,1931.0,1954.3,1948.0325,593339,0.0000,1.0,2020-12-01
256,1941.0,1955.85,1921.55,1929.85,1923.6609,523191,0.0000,1.0,2020-11-27
257,1950.05,1964.85,1930.4,1953.8,1947.5341,450855,0.0000,1.0,2020-11-26
258,1980.0,1992.0,1942.3,1947.75,1941.5035,914063,0.0000,1.0,2020-11-25
